Parent|Status|Heading|Suggested Unit|Suggested Type|Description|Example
PUMG||PUMG_CONT||X|Contractor|PUMP Ltd
PUMG||PUMG_METH||X|Method of testing|BS 6316
PUMG||PUMG_CRED||X|Accrediting body and reference number (when appropriate)|UKAS 0000
PUMG||TEST_STAT||X|Test status|Checked
PUMG||PUMG_ENV||X|Details of weather and environmental conditions during test|Heavy rain
PUMG||PUMG_REM||X|Remarks on test|Double packer
PUMG||FILE_FSET||X|Associated file reference (e.g. equipment calibrations)|FS11
PUMT|*|LOCA_ID||ID|Location identifier|327-16A
PUMT|*|PUMG_TEST||X|Test reference|1991-03-16#1
PUMT|*|PUMT_DTIM|yyyy-mmddThh:mm|DT|Date and time of reading|1991-03-16T13:25
PUMT||PUMT_DPTH|m|2DP|Depth to water below ground|12.5
PUMT||PUMT_QUAT|l/s|1DP|Pumping rate from hole|0.8
PUMT||PUMT_REM||X|Remarks|
PUMT||FILE_FSET||X|Associated file reference (e.g. test result sheets)|FS29
RCAG|*|LOCA_ID||ID|Location identifier|327-16A
RCAG|*|SAMP_TOP|m|2DP|Depth to top of sample|24.55
RCAG|*|SAMP_REF||X|Sample reference|24
RCAG|*|SAMP_TYPE||PA|Sample type|C
RCAG|*|SAMP_ID||ID|Sample unique identifier|ABC121415010
RCAG|*|SPEC_REF||X|Specimen reference|1a
RCAG|*|SPEC_DPTH|m|2DP|Depth to top of test specimen|24.55
RCAG||SPEC_DESC||X|Specimen description|Weak brown fine grained SANDSTONE
RCAG||SPEC_PREP||X|Details of specimen preparation including time between preparation and testing|Prepared according to client instructions
RCAG||SPEC_BASE|m|2DP|Depth to base of specimen|24.65
RCAG||RCAG_DEV||X|Deviation from the specified procedure|
RCAG||RCAG_DATE|yyyymm-dd|DT|Date of test|43836
RCAG||RCAG_COND||X|Condition of specimen as tested (saturated, as received, air dried, oven dried, etc)|Air dried
RCAG||RCAG_GSIZ||2DP|Maximum grain size|0.06
RCAG||RCAG_ANIS||X|Planes of weakness or anisotropy present (bedding, schistosity, etc)|Thinly laminated
RCAG||RCAG_MACH||X|Type of apparatus|Type 1 ACME Model 12345
RCAG||RCAG_MMTD||X|Measurement method (side view, top view, optical, digital)|Side view, optical
RCAG||RCAG_CAIM||1DP|CAI mean value|2.1
RCAG||RCAG_CAIS||2DP|CAI standard deviation|0.11
RCAG||RCAG_ABCL||X|Abrasiveness classification|Low
RCAG||RCAG_REM||X|Remarks|45° relative to axis, Tests carried out at prevailing surface unless annotated otherwise.
RCAG||RCAG_METH||X|Test method|ISRM: Suggested Method for Determining the Abrasivity of Rock by the CERCHAR Abrasivity Test
RCAG||RCAG_LAB||X|Name of testing laboratory/organization|ACME Laboratories plc
RCAG||RCAG_CRED||X|Accrediting body and reference number (when appropriate)|UKAS 0000
RCAG||TEST_STAT||X|Test status|Checked
RCAG||FILE_FSET||X|Associated file reference (e.g. test result sheets)|FS10
RCAT|*|LOCA_ID||ID|Location identifier|327-16A
RCAT|*|SAMP_TOP|m|2DP|Depth to top of sample|24.55
RCAT|*|SAMP_REF||X|Sample reference|24
RCAT|*|SAMP_TYPE||PA|Sample type|C
RCAT|*|SAMP_ID||ID|Sample unique identifier|ABC121415010
RCAT|*|SPEC_REF||X|Specimen reference|1a
RCAT|*|SPEC_DPTH|m|2DP|Depth to top of test specimen|24.55
RCAT|*|RCAT_TESN||X|Measurement number|1
RCAT||RCAT_CUT||X|Surface condition (rough, saw-cut)|Fresh saw-cut
RCAT||RCAT_SDIR||X|Direction of scratching with respect to planes of weakness or anisotropy|Normal
RCAT||RCAT_STYH||0DP|Rockwell hardness HRC of stylus|42
RCAT||RCAT_STYC||X|Stylus condition (new or resharpened)|Re-sharpened
RCAT||RCAT_CAI||1DP|As measured CAI value|2.4
RCAT||RCAT_CAIS||1DP|Equivalent CAI value at standard stylus hardness HRC 55|3.1
RCAT||RCAT_REM||X|Remarks|
RCAT||FILE_FSET||X|Associated file reference (e.g. test result sheets)|CHER23
RCCV|*|LOCA_ID||ID|Location identifier|327-16A
RCCV|*|SAMP_TOP|m|2DP|Depth to top of sample|24.55
RCCV|*|SAMP_REF||X|Sample reference|24
RCCV|*|SAMP_TYPE||PA|Sample type|U
RCCV|*|SAMP_ID||ID|Sample unique identifier|ABC121415010
RCCV|*|SPEC_REF||X|Specimen reference|1a
RCCV|*|SPEC_DPTH|m|2DP|Depth to top of test specimen|24.55
RCCV|*|RCCV_TESN||X|Test reference|3
RCCV||SPEC_DESC||X|Specimen description|White chalk
RCCV||SPEC_PREP||X|Details of specimen preparation including time between preparation and testing|Prepared according to client instructions
RCCV||RCCV_MC|%|X|Water content of specimen tested|2.1
RCCV||RCCV_CCV||1DP|Chalk crushing value|5.6
RCCV||RCCV_100|%|0DP|Percentage larger than 10mm in original sample|85
RCCV||RCCV_REM||X|Remarks|
RCCV||RCCV_METH||X|Test method|BS 1377 Part 4 Cl 6
RCCV||RCCV_LAB||X|Name of testing laboratory/organization|ACME Laboratories plc
RCCV||RCCV_CRED||X|Accrediting body and reference number (when appropriate)|UKAS 0000
RCCV||TEST_STAT||X|Test status|Checked
RCCV||FILE_FSET||X|Associated file reference (e.g. test result sheets)|FS10
RCCV||SPEC_BASE|m|2DP|Depth to base of specimen|24.65
RCCV||RCCV_DEV||X|Deviation from the specified procedure|
RDEN|*|LOCA_ID||ID|Location identifier|327-16A
RDEN|*|SAMP_TOP|m|2DP|Depth to top of sample|24.55
RDEN|*|SAMP_REF||X|Sample reference|24
RDEN|*|SAMP_TYPE||PA|Sample type|U
RDEN|*|SAMP_ID||ID|Sample unique identifier|ABC121415010
RDEN|*|SPEC_REF||X|Specimen reference|1a
RDEN|*|SPEC_DPTH|m|2DP|Depth to top of test specimen|24.55
RDEN||SPEC_DESC||X|Specimen description|Brown sandstone
RDEN||SPEC_PREP||X|Details of specimen preparation including time between preparation and testing|Prepared according to client instructions
RDEN||RDEN_MC|%|X|Water content of specimen|2.1
RDEN||RDEN_SMC|%|X|Saturated water content|2.3
RDEN||RDEN_BDEN|kg/m3|0DP|Bulk density|2260
RDEN||RDEN_DDEN|kg/m3|0DP|Dry density|2210
RDEN||RDEN_PORO|%|1DP|Porosity|17.3
RDEN||RDEN_PDEN|kg/m3|0DP|Apparent particle density|2750
RDEN||RDEN_TEMP|DegC|0DP|Temperature sample dried at|60
RDEN||RDEN_REM||X|Remarks|Average of three reported
RDEN||RDEN_METH||X|Test method|ISRM: Suggested method for determining porosity/density using saturation and calliper technique.
RDEN||RDEN_LAB||X|Name of testing laboratory/organization|ACME Laboratories plc
RDEN||RDEN_CRED||X|Accrediting body and reference number (when appropriate)|UKAS 0000
RDEN||TEST_STAT||X|Test status|Checked
RDEN||FILE_FSET||X|Associated file reference (e.g. test result sheets)|FS10
RDEN||RDEN_IDEN|Mg/m3|2DP|Intact dry density|1.78
RDEN||SPEC_BASE|m|2DP|Depth to base of specimen|24.65
RDEN||RDEN_DEV||X|Deviation from the specified procedure|
RELD|*|LOCA_ID||ID|Location identifier|327-16A
RELD|*|SAMP_TOP|m|2DP|Depth to top of sample|24.55
RELD|*|SAMP_REF||X|Sample reference|24
RELD|*|SAMP_TYPE||PA|Sample type|U
RELD|*|SAMP_ID||ID|Sample unique identifier|ABC121415010
RELD|*|SPEC_REF||X|Specimen reference|1a
RELD|*|SPEC_DPTH|m|2DP|Depth to top of test specimen|24.55
RELD||SPEC_DESC||X|Specimen description|Brown sandstone
RELD||SPEC_PREP||X|Details of specimen preparation including time between preparation and testing|Prepared according to client instructions
RELD||RELD_DMAX|Mg/m3|2DP|Maximum dry density|2.15
RELD||RELD_375|%|0DP|Weight percent of sample retained on 37.5mm sieve|7
RELD||RELD_063|%|0DP|Weight percent of sample retained on 6.3mm sieve|10
RELD||RELD_020|%|0DP|Weight percent of sample retained on 2mm sieve|5
RELD||RELD_DMIN|Mg/m3|2DP|Minimum dry density|1.65
RELD||RELD_REM||X|Remarks on test|Material >37.5 replaced with smaller material
RELD||RELD_METH||X|Test method|BS1377 part 4: 4.2 and 4.4
RELD||RELD_LAB||X|Name of testing laboratory/organization|ACME Laboratories plc
RELD||RELD_CRED||X|Accrediting body and reference number (when appropriate)|UKAS 0000
RELD||TEST_STAT||X|Test status|Checked
RELD||FILE_FSET||X|Associated file reference (e.g. test result sheets)|FS24
RELD||SPEC_BASE|m|2DP|Depth to base of specimen|24.65
RELD||RELD_DEV||X|Deviation from the specified procedure|
RESC|*|LOCA_ID||ID|Location identifier|BH01
RESC|*|SAMP_TOP|m|2DP|Depth to top of sample|10.12
RESC|*|SAMP_REF||X|Sample reference|10WaxA
RESC|*|SAMP_TYPE||PA|Sample type|U
RESC|*|SAMP_ID||ID|Sample unique identifier|12345
RESC|*|SPEC_REF||X|Specimen reference|DSS01
RESC|*|SPEC_DPTH|m|2DP|Depth to top of test specimen|10.15
RESC|*|RESC_TESN||X|Test / Stage Number|2
RESC||RESC_SDIA|mm|2DP|Specimen diameter|22.15
RESC||RESC_HIGH|mm|2DP|Specimen height|25.15
RESC||RESC_CTYP||PA|Type of consolidation|ISOTROPIC
RESC||RESC_ELAP|hh:mm:ss|T|Duration of stage|0.385763889
RESC||RESC_CHGT|mm|2DP|Specimen height at end of test/stage|21.32
RESC||RESC_CDIA|mm|2DP|Specimen diameter at end of test/stage|21.98
RESC||RESC_CMC|%|X|Water content at end of test/stage|21
RESC||RESC_CDDN|Mg/m3|2DP|Dry density at end of test/stage|1.61
RESC||RESC_CRD|%|1DP|Relative density at end of test/stage|90.1
RESC||RESC_INCE||3DP|Voids ratio at end of test/stage|0.765
RESC||RESC_EASC|kPa|1DP|Effective axial stress during consolidation at end of test/stage|200.5
RESC||RESC_ERSC|kPa|1DP|Effective radial stress during consolidation at end of test/stage|100.4
RESC||RESC_DEVS|kPa|1DP|Deviatoric stress at end of test/stage|99.1
RESC||RESC_SHRS|kPa|1DP|Shear stress at end of test/stage|25.3
RESC||RESC_MNES|kPa|1DP|Mean effective stress at end of test/stage|16.5
RESC||RESC_AXSN|%|3DP|Axial strain at end of test/stage|1.456
RESC||RESC_VLSN|%|3DP|Volumetric strain from measured volume change at end of test/stage|1.812
RESC||RESC_RDSN|%|3DP|Radial strain from measured volume change|0.184
RESC||RESC_BESE||X|Bender element test sequence|After anisotropic consolidation stage 2
RESC||RESC_BEAX||X|Bender element axis of measurement|Shv
RESC||RESC_DBTE|mm|2DP|Distance between bender elements|196.16
RESC||RESC_MAT|s|4DP|Measured arrival time of propagated wave|0.4941
RESC||RESC_MATM||X|Method of measuring arrival time of propagated wave|Peak to peak
RESC||RESC_SWV|m/s|0DP|Calculated shear wave velocity|395
RESC||RESC_SMGM|MPa|1DP|Shear modulus Gmax from bender elements|295.3
RESC||RESC_REM||X|Remarks|
RESC||FILE_FSET||X|Associated file reference|FS10
RESD|*|LOCA_ID||ID|Location identifier|BH01
RESD|*|SAMP_TOP|m|2DP|Depth to top of sample|10.12
RESD|*|SAMP_REF||X|Sample reference|10WaxA
RESD|*|SAMP_TYPE||PA|Sample type|U
RESD|*|SAMP_ID||ID|Sample unique identifier|12345
RESD|*|SPEC_REF||X|Specimen reference|DSS01
RESD|*|SPEC_DPTH|m|2DP|Depth to top of test specimen|10.15
RESD|*|RESD_TESN||X|Test / Stage Number|2
RESD|*|RESD_MNUM||X|Measurement Number|3
RESD||RESD_CNDS||PA|Test Conditions|DRAINED
RESD||RESD_SDIA|mm|2DP|Specimen Diameter|22.15
RESD||RESD_HIGH|mm|2DP|Specimen Height|44.32
RESD||RESD_CELL|kPa|1DP|Cell Pressure|350.5
RESD||RESD_BP|kPa|1DP|Back Pressure|779.4
RESD||RESD_AXL|kPa|1DP|Axial Stress|523.2
RESD||RESD_BPWP|kPa|1DP|Base Pore Water Pressure|692.3
RESD||RESD_MPWP|kPa|1DP|Mid-height Pore Water Pressure|692.2
RESD||RESD_PPR||2DP|Pore Pressure Ratio|0.07
RESD||RESD_PWPM|kPa|1DP|Maximum Excess Pore Water Pressure|100.1
RESD||RESD_EAS|%|3DP|External Axial Strain|0.002
RESD||RESD_VOL|%|3DP|Volumetric Strain|0.002
RESD||RESD_DEV|kPa|1DP|Principal Stress Difference|150.2
RESD||RESD_MEES|kPa|1DP|Mean Effective Stress|510.3
RESD||RESD_MIPS|kPa|1DP|Minor Principal Stress (sigma 3)|560.4
RESD||RESD_MAPS|kPa|1DP|Major Principal Stress (sigma 1)|720.5
RESD||RESD_AVSS|%|3DP|Average Shear Strain|5.234
RESD||RESD_SM|MPa|2DP|Shear Modulus|56.23
RESD||RESD_DMP|%|2DP|Damping|10.56
RESD||RESD_REM||X|Remarks|
RESD||FILE_FSET||X|Associated file reference|FS10
RESG|*|LOCA_ID||ID|Location identifier|BH01
RESG|*|SAMP_TOP|m|2DP|Depth to top of sample|10
RESG|*|SAMP_REF||X|Sample reference|10WaxA
RESG|*|SAMP_TYPE||PA|Sample type|U
RESG|*|SAMP_ID||ID|Sample unique identifier|12345
RESG|*|SPEC_REF||X|Specimen reference|DSS01
RESG|*|SPEC_DPTH|m|2DP|Depth to top of test specimen|10.15
RESG||SPEC_DESC||X|Specimen description|Brown sandstone
RESG||SPEC_PREP||X|Details of specimen preparation including time between preparation and testing|Prepared according to client instructions
RESG||SPEC_BASE|m|2DP|Depth to base of specimen|24.65
RESG||RESG_COND||PA|Sample condition|UNDISTURBED
RESG||RESG_CONS||X|Specific condition statements|At natural moisture content
RESG||RESG_DRAG||X|Type of Drainage|One end only
RESG||RESG_ORNT||PA|Orientation of Specimen|Vertical
RESG||RESG_SDIA|mm|2DP|Initial specimen diameter|22.15
RESG||RESG_HIGT|mm|2DP|Initial specimen Height|25.15
RESG||RESG_MCI|%|X|Initial Water/moisture Content|10.5
RESG||RESG_MCF|%|X|Final Water/moisture Content|10.4
RESG||RESG_BDEN|Mg/m3|2DP|Initial Bulk Density|2.12
RESG||RESG_DDEN|Mg/m3|2DP|Initial Dry Density|2.05
RESG||RESG_MIDD|Mg/m3|2DP|Minimum dry density for sand|1.17
RESG||RESG_MADD|Mg/m3|2DP|Maximum dry density for sand|1.86
RESG||RESG_IRDI|%|1DP|Initial relative density index|80.1
RESG||RESG_IVR||3DP|Initial void ratio|0.995
RESG||RESG_ISAT|%|0DP|Initial degree of saturation|97
RESG||RESG_PDEN|Mg/m3|XN|Particle density with prefix # if value assumed|#2.65
RESG||RESG_DAMP||X|Damping measurement method|Steady state/ free vibration
RESG||RESG_DEV||X|Deviation from the specified procedure|
RESG||RESG_REM||X|Remarks|
RESG||RESG_METH||X|Test method|ASTM D4015-07
RESG||RESG_LAB||X|Name of testing laboratory/organization|ACME Laboratories plc
RESG||RESG_CRED||X|Accrediting body and reference number ({when appropriate)|UKAS 0000
RESG||TEST_STAT||X|Test Status|Draft
RESG||FILE_FSET||X|Associated file reference|FS10
RESP|*|LOCA_ID||ID|Location identifier|BH01
RESP|*|SAMP_TOP|m|2DP|Depth to top of sample|10
RESP|*|SAMP_REF||X|Sample reference|10WaxA
RESP|*|SAMP_TYPE||PA|Sample type|U
RESP|*|SAMP_ID||ID|Sample unique identifier|12345
RESP|*|SPEC_REF||X|Specimen reference|DSS01
RESP|*|SPEC_DPTH|m|2DP|Depth to top of test specimen|10.15
RESP|*|RESD_TESN||X|Test / Stage Number|2
RESP|*|RESD_MNUM||X|Measurement Number|3
RESP||RESP_CTYP||X|Type of Consolidation|Isotropic
RESP||RESP_CSTG||0DP|Consolidation Stage|3
RESP||RESP_CELL|kPa|1DP|Isotropic/Anisotropic Consolidation Cell Pressure|600.5
RESP||RESP_BACK|kPa|1DP|Isotropic/Anisotropic Consolidation Back Pressure|530.5
RESP||RESP_ERSC|kPa|1DP|Effective Radial Stress During Consolidation|40.4
RESP||RESP_EASC|kPa|1DP|Effective Axial Stress During Consolidation|32.3
RESP||RESP_DEV|kPa|1DP|Deviator Stress at End of Isotropic/Anisotropic Consolidation|-8.5
RESP||RESP_VOLS|%|3DP|Change to Volumetric Strain During Isotropic/Anisotropic Consolidation|3.081
RESP||RESP_STRN|%|3DP|Axial Strain After Isotropic/Anisotropic Consolidation|9.212
RESP||RESP_SMOD|MPa|2DP|Shear Modulus G0|29.31
RESP||RESP_SSTR|kPa|1DP|Mean Effective Stress|200.1
RESP||RESP_DAMP|%|4DP|Damping Ratio|1.3581
RESP||RESP_SMRA||2DP|Normalised Shear Modulus by Maximum Shear Modulus|0.75
RESP||RESP_SR||2DP|Slippage Ratio|0.21
RESP||RESP_REM||X|Remarks|
RESP||FILE_FSET||X|Associated file reference|FS10
RESS|*|LOCA_ID||ID|Location identifier|BH01
RESS|*|SAMP_TOP|m|2DP|Depth to top of sample|10
RESS|*|SAMP_REF||X|Sample reference|10WaxA
RESS|*|SAMP_TYPE||PA|Sample type|U
RESS|*|SAMP_ID||ID|Sample unique identifier|12345
RESS|*|SPEC_REF||X|Specimen reference|DSS01
RESS|*|SPEC_DPTH|m|2DP|Depth to top of test specimen|10.15
RESS|*|RESS_TESN||X|Test / Stage Number|3
RESS||RESS_INC|kPa|1DP|Pressure increment|10.1
RESS||RESS_DIFF|kPa|1DP|Differential pressure used|20.2
RESS||RESS_CELL|kPa|1DP|Final cell pressure|200.5
RESS||RESS_BPWP|kPa|1DP|Final base porewater pressure|200.4
RESS||RESS_STRN|%|3DP|Final axial strain|1.256
RESS||RESS_MCF|%|X|Final water content|20
RESS||RESS_BDEN|Mg/m3|2DP|Final bulk density|1.79
RESS||RESS_DDEN|Mg/m3|2DP|Final dry density|1.66
RESS||RESS_FVR||3DP|Final voids ratio|0.976
RESS||RESS_FSAT|%|0DP|Final degree of saturation|100
RESS||RESS_B||2DP|Final B value|0.96
RESS||RESS_REM||X|Remarks|
RESS||FILE_FSET||X|Associated file reference|FS10
RPLT|*|LOCA_ID||ID|Location identifier|327-16A
RPLT|*|SAMP_TOP|m|2DP|Depth to top of sample|24.55
RPLT|*|SAMP_REF||X|Sample reference|24
RPLT|*|SAMP_TYPE||PA|Sample type|U
RPLT|*|SAMP_ID||ID|Sample unique identifier|ABC121415010
RPLT|*|SPEC_REF||X|Specimen reference|1a
RPLT|*|SPEC_DPTH|m|2DP|Depth to top of test specimen|24.55
RPLT||SPEC_DESC||X|Specimen description|Brown sandstone
RPLT||SPEC_PREP||X|Details of specimen preparation including time between preparation and testing|Prepared according to client instructions
RPLT||RPLT_PLS|MPa|2DP|Uncorrected point load (Is)|2.3
RPLT||RPLT_PLSI|MPa|2DP|Size corrected point load index (Is 50)|2.5
RPLT||RPLT_PLTF||PA|Point load test type|A+L
RPLT||RPLT_MC|%|1DP|Water content of point load test specimen|2.1
RPLT||RPLT_REM||X|Remarks|Saturated specimen
RPLT||RPLT_METH||X|Test method|ISRM: 2007 : Suggested method for determining point load strength. Int J Rock Mech Min Sci & Geomech Abstr, Vol 22, No 2, pp 51-60
RPLT||RPLT_LAB||X|Name of testing|ACME Laboratories plc
RPLT|||||laboratory/organization|
RPLT||RPLT_CRED||X|Accrediting body and reference number (when appropriate)|UKAS 0000
RPLT||TEST_STAT||X|Test status|Checked
RPLT||FILE_FSET||X|Associated file reference (e.g. test result sheets)|FS10
RPLT||SPEC_BASE|m|2DP|Depth to base of specimen|24.65
RPLT||RPLT_DEV||X|Deviation from the specified procedure|
RSCH|*|LOCA_ID||ID|Location identifier|327-16A
RSCH|*|SAMP_TOP|m|2DP|Depth to top of sample|24.55
RSCH|*|SAMP_REF||X|Sample reference|24
RSCH|*|SAMP_TYPE||PA|Sample type|U
RSCH|*|SAMP_ID||ID|Sample unique identifier|ABC121415010
RSCH|*|SPEC_REF||X|Specimen reference|1a
RSCH|*|SPEC_DPTH|m|2DP|Depth to top of test specimen|24.55
RSCH||SPEC_DESC||X|Specimen description|Brown sandstone
RSCH||SPEC_PREP||X|Details of specimen preparation including time between preparation and testing|Prepared according to client instructions
RSCH||RSCH_SCHV||0DP|Schmidt hardness value|12
RSCH||RSCH_AXIS||X|Orientation of the hammer axis in the test from horizontal (positive numbers downwards and negative numbers upward)|
RSCH||RSCH_CLAM||X|Method of clamping specimen|V-block
RSCH||RSCH_REM||X|Remarks|
RSCH||RSCH_METH||X|Test method|ISRM: Suggested method for determination of Schmidt rebound hardness
RSCH||RSCH_LAB||X|Name of testing laboratory/organization|ACME Laboratories plc
RSCH||RSCH_CRED||X|Accrediting body and reference number (when appropriate)|UKAS 0000
RSCH||TEST_STAT||X|Test status|Checked
RSCH||FILE_FSET||X|Associated file reference (e.g. test result sheets)|FS10
RSCH||SPEC_BASE|m|2DP|Depth to base of specimen|24.65
RSCH||RSCH_DEV||X|Deviation from the specified procedure|
RSCH||RSCH_STYP||PA|Specimen type|CORE
RSCH||RSCH_EXCV||PA|Method of excavation or block production|BORING
RSCH||RSCH_DIAM|mm|1DP|Specimen diameter|86.7
RSCH||RSCH_LEN|mm|1DP|Specimen length|235.3
RSCH||RSCH_WC|%|1DP|Water content of specimen, if measured|2.1
RSCH||RSCH_WCTX||X|Description of water content if not measured|DRY
RSCH||RSCH_HTYP||X|Hammer type|L-TYPE
RSCH||RSCH_ORN|||Orientation of hammer axis with reference to intact rock anisotropy features (e.g. lamination, foliation, schistosity, lineation)|Perpendicular to lamination
RSCH||RSCH_MEAN||0DP|Schmidt hardness mean (normalized to horizontal impact direction)|12
RSCH||RSCH_MED||0DP|Schmidt hardness median (normalized to horizontal impact direction)|12
RSCH||RSCH_MODE||0DP|Schmidt hardness mode (normalized to horizontal impact direction)|12
RSCH||RSCH_RANG||0DP|Schmidt hardness range (normalized to horizontal impact direction)|3
RSCH||RSCH_NUM||X|Number of determinations if less than 20 and reason|12 determinations – 10 consecutive readings differing by less than 4.
RSHR|*|LOCA_ID||ID|Location identifier|327-16A
RSHR|*|SAMP_TOP|m|2DP|Depth to top of sample|24.55
RSHR|*|SAMP_REF||X|Sample reference|24
RSHR|*|SAMP_TYPE||PA|Sample type|U
RSHR|*|SAMP_ID||ID|Sample unique identifier|ABC121415010
RSHR|*|SPEC_REF||X|Specimen reference|1a
RSHR|*|SPEC_DPTH|m|2DP|Depth to top of test specimen|24.55
RSHR||SPEC_DESC||X|Specimen description|Brown sandstone
RSHR||SPEC_PREP||X|Details of specimen preparation including time between preparation and testing|Prepared according to client instructions
RSHR||RSHR_SHOR||1DP|Average Shore hardness value|29.7
RSHR||RSHR_AXIS||X|Orientation of the test surface relative to bedding|
RSHR||RSHR_NUM||0DP|Number of tests conducted|20
RSHR||RSHR_REM||X|Remarks|
RSHR||RSHR_METH||X|Test method|ISRM: Suggested method for determination of Shore Scleroscope hardness
RSHR||RSHR_LAB||X|Name of testing laboratory/organization|ACME Laboratories plc
RSHR||RSHR_CRED||X|Accrediting body and reference number (when appropriate)|UKAS 0000
RSHR||TEST_STAT||X|Test status|Checked
RSHR||FILE_FSET||X|Associated file reference (e.g. test result sheets)|FS10
RSHR||SPEC_BASE|m|2DP|Depth to base of specimen|24.65
RSHR||RSHR_DEV||X|Deviation from the specified procedure|
RTEN|*|LOCA_ID||ID|Location identifier|327-16A
RTEN|*|SAMP_TOP|m|2DP|Depth to top of sample|24.55
RTEN|*|SAMP_REF||X|Sample reference|24
RTEN|*|SAMP_TYPE||PA|Sample type|U
RTEN|*|SAMP_ID||ID|Sample unique identifier|ABC121415010
RTEN|*|SPEC_REF||X|Specimen reference|1a
RTEN|*|SPEC_DPTH|m|2DP|Depth to top of test specimen|24.55
RTEN||SPEC_DESC||X|Specimen description|Brown sandstone
RTEN||SPEC_PREP||X|Details of specimen preparation including time between preparation and testing|Prepared according to client instructions
RTEN||RTEN_SDIA|mm|1DP|Specimen diameter|54.1
RTEN||RTEN_LEN|mm|1DP|Specimen thickness|27.2
RTEN||RTEN_MC|%|1DP|Water content of test specimen|3.7
RTEN||RTEN_COND||X|Condition of specimen as tested|Natural, saturated, dried at 105 DegC
RTEN||RTEN_DURN|mm:ss|T|Test duration|0.017361111
RTEN||RTEN_STRA|N/s|0DP|Stress rate|200
RTEN||RTEN_TENS|MPa|3SF|Tensile strength|50.1
RTEN||RTEN_MODE||PA|Mode of failure|Shear
RTEN||RTEN_MACH||X|Testing machine|Denison 7225
RTEN||RTEN_REM||X|Remarks|Thin card used between platens and test specimen
RTEN||RTEN_METH||X|Test method|ISRM: Suggested method for determination of indirect tensile strength by the Brazil test
RTEN||RTEN_LAB||X|Name of testinglaboratory/organization|ACME Laboratories plc
RTEN||RTEN_CRED||X|Accrediting body and reference number (when appropriate)|UKAS 0000
RTEN||TEST_STAT||X|Test status|Checked
RTEN||FILE_FSET||X|Associated file reference (e.g. test result sheets)|FS10
RTEN||SPEC_BASE|m|2DP|Depth to base of specimen|24.65
RTEN||RTEN_DEV||X|Deviation from the specified procedure|
RUCS|*|LOCA_ID||ID|Location identifier|327-16A
RUCS|*|SAMP_TOP|m|2DP|Depth to top of sample|24.55
RUCS|*|SAMP_REF||X|Sample reference|24
RUCS|*|SAMP_TYPE||PA|Sample type|U
RUCS|*|SAMP_ID||ID|Sample unique identifier|ABC121415010
RUCS|*|SPEC_REF||X|Specimen reference|1a
RUCS|*|SPEC_DPTH|m|2DP|Depth to top of test specimen|24.55
RUCS||SPEC_DESC||X|Specimen description|Brown sandstone
RUCS||SPEC_PREP||X|Details of specimen preparation including time between preparation and testing|Prepared according to client instructions
RUCS||RUCS_SDIA|mm|1DP|Specimen diameter|86.7
RUCS||RUCS_LEN|mm|1DP|Specimen length|235.3
RUCS||RUCS_MC|%|1DP|Water content of specimen tested|3.7
RUCS||RUCS_COND||X|Condition of specimen as tested|Natural, saturated, dried at 105 DegC
RUCS||RUCS_DURN|mm:ss|T|Test duration|0.2875
RUCS||RUCS_STRA|MPa/s|1DP|Stress rate|0.5
RUCS||RUCS_UCS|MPa|3SF|Uniaxial compressive strength|16.8
RUCS||RUCS_MODE||PA|Mode of failure|Shear
RUCS||RUCS_E|GPa|3SF|Young's modulus|221
RUCS||RUCS_MU||2DP|Poisson's ratio|0.32
RUCS||RUCS_ESTR||X|Stress level at which modulus has been measured|0-50%UCS, 20MPa
RUCS||RUCS_ETYP||PA|Method of determination of Young's modulus|SECANT
RUCS||RUCS_MACH||X|Type of testing machine|Denison 7225
RUCS||RUCS_REM||X|Remarks|Specimen tested outside required 2.5-3.0 diameter to length ratio
RUCS||RUCS_METH||X|Test method|ISRM: Suggested method for determination of Uniaxial Compressive Strength
RUCS||RUCS_LAB||X|Name of testing laboratory/organization|ACME Laboratories plc
RUCS||RUCS_CRED||X|Accrediting body and reference number (when appropriate)|UKAS 0000
RUCS||TEST_STAT||X|Test status|Checked
RUCS||FILE_FSET||X|Associated file reference (e.g. test result sheets)|FS10
RUCS||SPEC_BASE|m|2DP|Depth to base of specimen|24.65
RUCS||RUCS_DEV||X|Deviation from the specified procedure|
RUCS||RUCS_ESEC|GPa|3SF|Young's modulus, secant|221
RUCS||RUCS_ETAN|GPa|3SF|Young's modulus, tangent|213
RUCS||RUCS_EAVG|GPa|3SF|Young's modulus, average (mean)|196
RUCS||RUCS_SSEC||X|Stress level at which secant Young's modulus has been measured|50% UCS
RUCS||RUCS_STAN||X|Stress level at which tangent Young's modulus has been measured|50% UCS
RUCS||RUCS_SAVG||X|Stress level at which average (mean) Young's modulus has been measured|0-50% UCS
RUCS||RUCS_MUS||3SF|Poisson's ratio, secant|0.31
RUCS||RUCS_MUT||3SF|Poisson's ratio, tangent|0.33
RUCS||RUCS_MUAV||3SF|Poisson's ratio, average (mean)|0.32
RWCO|*|LOCA_ID||ID|Location identifier|327-16A
RWCO|*|SAMP_TOP|m|2DP|Depth to top of sample|24.55
RWCO|*|SAMP_REF||X|Sample reference|24
RWCO|*|SAMP_TYPE||PA|Sample type|U
RWCO|*|SAMP_ID||ID|Sample unique identifier|ABC121415010
